"","sp","country","invasive"
"3848","Rattus norvegicus","reunion","invasive"
"3849","Rattus norvegicus","saint helena","invasive"
"3850","Rattus norvegicus","saint lucia","invasive"
"3851","Rattus norvegicus","saint pierre and miquelon","invasive"
"3852","Rattus norvegicus","samoa","invasive"
"3853","Rattus norvegicus","sao tome and principe","invasive"
"3854","Rattus norvegicus","seychelles","invasive"
"3855","Rattus norvegicus","south georgia and the south sandwich islands","invasive"
"3856","Rattus norvegicus","switzerland","invasive"
"3857","Rattus norvegicus","tonga","invasive"
"3858","Rattus norvegicus","trinidad and tobago","invasive"
"3859","Rattus norvegicus","turks and caicos islands","invasive"
"3860","Rattus norvegicus","tuvalu","invasive"
"3861","Rattus norvegicus","united kingdom","invasive"
"3862","Rattus norvegicus","united states","invasive"
"3863","Rattus norvegicus","united states minor outlying islands","invasive"
"3864","Rattus norvegicus","vanuatu","invasive"
"3865","Rattus norvegicus","virgin islands, british","invasive"
"3866","Rattus norvegicus","virgin islands, u.s.","invasive"
"3867","Rattus norvegicus","wallis and futuna","invasive"
"3868","Rattus norvegicus","china","native"
"3869","Kunzea ericoides","united states","invasive"
"3870","Kunzea ericoides","australia","native"
"3871","Kunzea ericoides","new zealand","native"
"3872","Dichrostachys cinerea","cuba","invasive"
"3873","Dichrostachys cinerea","jamaica","invasive"
"3874","Dichrostachys cinerea","martinique","invasive"
"3875","Dichrostachys cinerea","mayotte","invasive"
"3876","Dichrostachys cinerea","reunion","invasive"
"3877","Suncus murinus","bahrain","invasive"
"3878","Suncus murinus","comoros","invasive"
"3879","Suncus murinus","egypt","invasive"
"3880","Suncus murinus","guam","invasive"
"3881","Suncus murinus","iraq","invasive"
"3882","Suncus murinus","maldives","invasive"
"3883","Suncus murinus","mauritius","invasive"
"3884","Suncus murinus","northern mariana islands","invasive"
"3885","Suncus murinus","oman","invasive"
"3886","Suncus murinus","reunion","invasive"
"3887","Suncus murinus","saudi arabia","invasive"
"3888","Suncus murinus","tanzania, united republic of","invasive"
"3889","Suncus murinus","yemen","invasive"
"3890","Suncus murinus","afghanistan","native"
"3891","Suncus murinus","bhutan","native"
"3892","Suncus murinus","china","native"
"3893","Suncus murinus","india","native"
"3894","Suncus murinus","japan","native"
"3895","Suncus murinus","myanmar","native"
"3896","Suncus murinus","nepal","native"
"3897","Suncus murinus","pakistan","native"
"3898","Suncus murinus","south east asia","native"
"3899","Suncus murinus","sri lanka","native"
"3900","Suncus murinus","taiwan","native"
"3901","Merremia peltata","american samoa","invasive"
"3902","Merremia peltata","comoros","invasive"
"3903","Merremia peltata","cook islands","invasive"
"3904","Merremia peltata","french polynesia","invasive"
"3905","Merremia peltata","india","invasive"
"3906","Merremia peltata","marshall islands","invasive"
"3907","Merremia peltata","micronesia, federated states of","invasive"
"3908","Merremia peltata","new caledonia","invasive"
"3909","Merremia peltata","palau","invasive"
"3910","Merremia peltata","samoa","invasive"
"3911","Merremia peltata","seychelles","invasive"
"3912","Merremia peltata","tonga","invasive"
"3913","Merremia peltata","wallis and futuna","invasive"
"3914","Merremia peltata","american samoa","native"
"3915","Merremia peltata","australia","native"
"3916","Merremia peltata","christmas island","native"
"3917","Merremia peltata","cook islands","native"
"3918","Merremia peltata","fiji","native"
"3919","Merremia peltata","french polynesia","native"
"3920","Merremia peltata","guam","native"
"3921","Merremia peltata","indonesia","native"
"3922","Merremia peltata","malaysia","native"
"3923","Merremia peltata","micronesia, federated states of","native"
"3924","Merremia peltata","niue","native"
"3925","Merremia peltata","palau","native"
"3926","Merremia peltata","papua new guinea","native"
"3927","Merremia peltata","solomon islands","native"
"3928","Merremia peltata","tonga","native"
"3929","Solenopsis geminata","africa","invasive"
"3930","Solenopsis geminata","american samoa","invasive"
"3931","Solenopsis geminata","antigua and barbuda","invasive"
"3932","Solenopsis geminata","argentina","invasive"
"3933","Solenopsis geminata","australia","invasive"
"3934","Solenopsis geminata","bahamas","invasive"
"3935","Solenopsis geminata","barbados","invasive"
"3936","Solenopsis geminata","canada","invasive"
"3937","Solenopsis geminata","caroline islands","invasive"
"3938","Solenopsis geminata","china","invasive"
"3939","Solenopsis geminata","cook islands","invasive"
"3940","Solenopsis geminata","ecuador","invasive"
"3941","Solenopsis geminata","fiji","invasive"
"3942","Solenopsis geminata","french polynesia","invasive"
"3943","Solenopsis geminata","guam","invasive"
"3944","Solenopsis geminata","india","invasive"
"3945","Solenopsis geminata","indonesia","invasive"
"3946","Solenopsis geminata","japan","invasive"
"3947","Solenopsis geminata","kiribati","invasive"
"3948","Solenopsis geminata","liberia","invasive"
"3949","Solenopsis geminata","malaysia","invasive"
"3950","Solenopsis geminata","marshall islands","invasive"
"3951","Solenopsis geminata","myanmar","invasive"
"3952","Solenopsis geminata","new caledonia","invasive"
"3953","Solenopsis geminata","new zealand","invasive"
"3954","Solenopsis geminata","northern mariana islands","invasive"
"3955","Solenopsis geminata","papua new guinea","invasive"
"3956","Solenopsis geminata","philippines","invasive"
"3957","Solenopsis geminata","reunion","invasive"
"3958","Solenopsis geminata","solomon islands","invasive"
"3959","Solenopsis geminata","south africa","invasive"
"3960","Solenopsis geminata","south east asia","invasive"
"3961","Solenopsis geminata","sri lanka","invasive"
"3962","Solenopsis geminata","taiwan","invasive"
"3963","Solenopsis geminata","tonga","invasive"
"3964","Solenopsis geminata","trinidad and tobago","invasive"
"3965","Solenopsis geminata","turks and caicos islands","invasive"
"3966","Solenopsis geminata","united arab emirates","invasive"
"3967","Solenopsis geminata","united kingdom","invasive"
"3968","Solenopsis geminata","united states","invasive"
"3969","Solenopsis geminata","united states minor outlying islands","invasive"
"3970","Solenopsis geminata","viet nam","invasive"
"3971","Solenopsis geminata","virgin islands, british","invasive"
"3972","Solenopsis geminata","virgin islands, u.s.","invasive"
"3973","Solenopsis geminata","bahamas","native"
"3974","Solenopsis geminata","barbados","native"
"3975","Solenopsis geminata","belize","native"
"3976","Solenopsis geminata","bes islands (bonaire, sint eustatius and saba)","native"
"3977","Solenopsis geminata","bolivia","native"
"3978","Solenopsis geminata","brazil","native"
"3979","Solenopsis geminata","central america","native"
"3980","Solenopsis geminata","colombia","native"
"3981","Solenopsis geminata","costa rica","native"
"3982","Solenopsis geminata","cuba","native"
"3983","Solenopsis geminata","dominica","native"
"3984","Solenopsis geminata","dominican republic","native"
"3985","Solenopsis geminata","grenada","native"
"3986","Solenopsis geminata","guadeloupe","native"
"3987","Solenopsis geminata","guatemala","native"
"3988","Solenopsis geminata","guyana","native"
"3989","Solenopsis geminata","haiti","native"
"3990","Solenopsis geminata","honduras","native"
"3991","Solenopsis geminata","jamaica","native"
"3992","Solenopsis geminata","martinique","native"
"3993","Solenopsis geminata","mexico","native"
"3994","Solenopsis geminata","nicaragua","native"
"3995","Solenopsis geminata","panama","native"
"3996","Solenopsis geminata","puerto rico","native"
"3997","Solenopsis geminata","saint kitts and nevis","native"
"3998","Solenopsis geminata","saint lucia","native"
"3999","Solenopsis geminata","saint vincent and the grenadines","native"
"4000","Solenopsis geminata","trinidad and tobago","native"
"4001","Solenopsis geminata","united states","native"
"4002","Solenopsis geminata","venezuela","native"
"4003","Solenopsis geminata","virgin islands, u.s.","native"
"4004","Rattus exulans","american samoa","invasive"
"4005","Rattus exulans","australia","invasive"
"4006","Rattus exulans","chile","invasive"
"4007","Rattus exulans","cook islands","invasive"
"4008","Rattus exulans","fiji","invasive"
"4009","Rattus exulans","french polynesia","invasive"
"4010","Rattus exulans","guam","invasive"
"4011","Rattus exulans","india","invasive"
"4012","Rattus exulans","indonesia","invasive"
"4013","Rattus exulans","japan","invasive"
"4014","Rattus exulans","kiribati","invasive"
"4015","Rattus exulans","malaysia","invasive"
"4016","Rattus exulans","marshall islands","invasive"
"4017","Rattus exulans","micronesia, federated states of","invasive"
"4018","Rattus exulans","myanmar","invasive"
"4019","Rattus exulans","nauru","invasive"
"4020","Rattus exulans","new caledonia","invasive"
"4021","Rattus exulans","new guinea","invasive"
"4022","Rattus exulans","new zealand","invasive"
"4023","Rattus exulans","niue","invasive"
"4024","Rattus exulans","northern mariana islands","invasive"
"4025","Rattus exulans","palau","invasive"
"4026","Rattus exulans","papua new guinea","invasive"
"4027","Rattus exulans","philippines","invasive"
"4028","Rattus exulans","pitcairn","invasive"
"4029","Rattus exulans","samoa","invasive"
"4030","Rattus exulans","solomon islands","invasive"
"4031","Rattus exulans","taiwan","invasive"
"4032","Rattus exulans","tokelau","invasive"
"4033","Rattus exulans","tonga","invasive"
"4034","Rattus exulans","tuvalu","invasive"
"4035","Rattus exulans","united states","invasive"
"4036","Rattus exulans","united states minor outlying islands","invasive"
"4037","Rattus exulans","vanuatu","invasive"
"4038","Rattus exulans","wallis and futuna","invasive"
"4039","Rattus exulans","south east asia","native"
"4040","Bos taurus","cayman islands","invasive"
"4041","Bos taurus","ecuador","invasive"
"4042","Bos taurus","falkland islands (malvinas)","invasive"
"4043","Bos taurus","fiji","invasive"
"4044","Bos taurus","french polynesia","invasive"
"4045","Bos taurus","french southern territories","invasive"
"4046","Bos taurus","kiribati","invasive"
"4047","Bos taurus","new caledonia","invasive"
"4048","Bos taurus","new zealand","invasive"
"4049","Bos taurus","northern mariana islands","invasive"
"4050","Bos taurus","reunion","invasive"
"4051","Bos taurus","samoa","invasive"
"4052","Bos taurus","turks and caicos islands","invasive"
"4053","Bos taurus","tuvalu","invasive"
"4054","Bos taurus","united states","invasive"
"4055","Bos taurus","virgin islands, british","invasive"
"4056","Oryctes rhinoceros","american samoa","invasive"
"4057","Oryctes rhinoceros","fiji","invasive"
"4058","Oryctes rhinoceros","guam","invasive"
"4059","Oryctes rhinoceros","india","invasive"
"4060","Oryctes rhinoceros","mayotte","invasive"
"4061","Oryctes rhinoceros","palau","invasive"
"4062","Oryctes rhinoceros","papua new guinea","invasive"
"4063","Oryctes rhinoceros","reunion","invasive"
"4064","Oryctes rhinoceros","samoa","invasive"
"4065","Oryctes rhinoceros","tokelau","invasive"
"4066","Oryctes rhinoceros","tonga","invasive"
"4067","Oryctes rhinoceros","wallis and futuna","invasive"
"4068","Oryctes rhinoceros","bangladesh","native"
"4069","Oryctes rhinoceros","cambodia","native"
"4070","Oryctes rhinoceros","china","native"
"4071","Oryctes rhinoceros","indonesia","native"
"4072","Oryctes rhinoceros","lao people's democratic republic","native"
"4073","Oryctes rhinoceros","malaysia","native"
"4074","Oryctes rhinoceros","myanmar","native"
"4075","Oryctes rhinoceros","pakistan","native"
"4076","Oryctes rhinoceros","philippines","native"
"4077","Oryctes rhinoceros","south east asia","native"
"4078","Oryctes rhinoceros","sri lanka","native"
"4079","Oryctes rhinoceros","taiwan","native"
"4080","Oryctes rhinoceros","thailand","native"
"4081","Oryctes rhinoceros","viet nam","native"
"4082","Vespula pensylvanica","canada","invasive"
"4083","Vespula pensylvanica","united states","invasive"
"4084","Vespula pensylvanica","canada","native"
"4085","Vespula pensylvanica","mexico","native"
"4086","Vespula pensylvanica","united states","native"
"4087","Xylosandrus compactus","africa","invasive"
"4088","Xylosandrus compactus","american samoa","invasive"
"4089","Xylosandrus compactus","brazil","invasive"
"4090","Xylosandrus compactus","cuba","invasive"
"4091","Xylosandrus compactus","fiji","invasive"
"4092","Xylosandrus compactus","guinea","invasive"
"4093","Xylosandrus compactus","india","invasive"
"4094","Xylosandrus compactus","indonesia","invasive"
"4095","Xylosandrus compactus","japan","invasive"
"4096","Xylosandrus compactus","madagascar","invasive"
"4097","Xylosandrus compactus","malaysia","invasive"
"4098","Xylosandrus compactus","mauritius","invasive"
"4099","Xylosandrus compactus","papua new guinea","invasive"
"4100","Xylosandrus compactus","seychelles","invasive"
"4101","Xylosandrus compactus","solomon islands","invasive"
"4102","Xylosandrus compactus","sri lanka","invasive"
"4103","Xylosandrus compactus","tropical africa","invasive"
"4104","Xylosandrus compactus","united states","invasive"
"4105","Xylosandrus compactus","viet nam","invasive"
"4106","Xylosandrus compactus","asia","native"
"4107","Erinaceus europaeus","germany","invasive"
"4108","Erinaceus europaeus","isle of man","invasive"
"4109","Erinaceus europaeus","new zealand","invasive"
"4110","Erinaceus europaeus","reunion","invasive"
"4111","Erinaceus europaeus","united kingdom","invasive"
"4112","Erinaceus europaeus","europe","native"
"4113","Erinaceus europaeus","germany","native"
"4114","Cenchrus clandestinus","australia","invasive"
"4115","Cenchrus clandestinus","china","invasive"
"4116","Cenchrus clandestinus","colombia","invasive"
"4117","Cenchrus clandestinus","costa rica","invasive"
"4118","Cenchrus clandestinus","ecuador","invasive"
"4119","Cenchrus clandestinus","french polynesia","invasive"
"4120","Cenchrus clandestinus","gibraltar","invasive"
"4121","Cenchrus clandestinus","india","invasive"
"4122","Cenchrus clandestinus","indonesia","invasive"
"4123","Cenchrus clandestinus","kenya","invasive"
"4124","Cenchrus clandestinus","new guinea","invasive"
"4125","Cenchrus clandestinus","new zealand","invasive"
"4126","Cenchrus clandestinus","papua new guinea","invasive"
"4127","Cenchrus clandestinus","peru","invasive"
